study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes,representative_depth_min,representative_depth_max,method_id
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-4,37,42,0.5682412410667597,0.03500194787979126,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-4,72,77,0.6118180233571554,0.02062817811965942,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-4,NA,NA,0.5403521004009064,0.04323765277862548,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-5,5,10,0.504619138922782,0.04396953105926513,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-5,20,25,0.32159665330312015,0.1370741176605225,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-5,37,42,0.5107198884434374,0.04841120719909668,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-5,72,77,0.6414502353146244,0.02579073429107666,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-5,NA,NA,0.8105281506013596,0.01344753742218017,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-6,5,10,0.1542618093080007,0.198848934173584,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-6,20,25,0.25187380163848705,0.09744927406311037,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-6,37,42,0.4915461042356633,0.07033840656280517,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-6,72,77,0.7172738364999128,0.01659263849258423,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-6,NA,NA,0.7800244029980826,0.01162791728973388,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-1,5,10,0.5316367439428273,0.07078248023986816,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-1,20,25,0.4523270001743072,0.06908514976501465,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-1,37,42,0.47150078438208126,0.04364575386047363,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-1,72,77,0.8514903259543316,0.02167940616607666,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-1,NA,NA,0.9952937075126372,0.01266799449920654,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-2,5,10,0.4104932891755273,0.11151626586914062,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-2,20,25,0.4122363604671432,0.0734525203704834,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-2,37,42,0.4165940386961827,0.04488927841186523,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-2,72,77,0.9194701063273488,0.02129189729690551,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-2,NA,NA,0.9804776015339028,0.01687397837638855,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-3,5,10,0.29022137005403525,0.12430926322937012,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-3,20,25,0.37476032769740286,0.07439215183258056,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-3,37,42,0.5194352449015165,0.04460988044738769,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-3,72,77,0.9508453895764338,0.02251295328140258,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-3,NA,NA,1.0048805996165244,0.0107851493358612,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-4,5,10,0.4314101446749172,0.0763213586807251,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-4,20,25,0.4558131427575388,0.03739952087402343,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-4,37,42,0.6266341293358899,0.02490445375442505,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-4,72,77,1.0528150601359596,0.01013971090316772,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-4,NA,NA,1.0859334146766604,0.01030789375305175,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-5,5,10,0.3311835454070072,0.08907516479492188,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-5,20,25,0.3582011504270525,0.06565157413482665,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-5,37,42,0.6031026668990762,0.03149322271347046,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-5,72,77,0.3904479693219453,0.07236246585845947,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-5,NA,NA,0.5804427401080705,0.03050432443618774,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-6,5,10,0.4026494683632561,0.04811426639556884,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-6,20,25,0.48283074777758417,0.0482739782333374,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-6,37,42,0.5926442391493812,0.03377376317977905,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-6,72,77,0.7869966881645459,0.01674753069877624,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-6,NA,NA,0.7704375108941957,0.01992249846458435,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-1,5,10,1.126782884310618,0.01267674803733825,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-1,20,25,1.0166402535657688,0.00899260699748993,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-1,37,42,1.1156893819334393,0.01234855771064758,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-1,72,77,1.0467511885895404,0.01267906904220581,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-1,NA,NA,1.1814580031695725,0.01011283755302429,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-2,5,10,1.170364500792393,0.00960707306861877,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-2,20,25,1.2797147385103012,0.00889987885951995,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-2,37,42,1.1378763866877974,0.00955501914024353,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-2,72,77,1.1648177496038037,0.00798892021,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-2,NA,NA,1.220285261489699,0.01098488926887512,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-3,5,10,1.1600633914421552,0.01045684337615966,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
