study_id,bibliography_id,publication_type,bibtype,doi,url,author,keywords,title,publisher,year,copyright,month,volume,number,pages,journal,school,key,editor,booktitle,institution,language
Larned_2003,Larned_2003_article,associated,Article,10.3354/meps254069,https://doi.org/10.3354/meps254069,ST Larned,NA,"Effects of the invasive, nonindigenous seagrass Zostera japonica on nutrient fluxes between the water column and benthos in a {NE} Pacific estuary",Inter-Research Science Center,2003,NA,NA,254,NA,69--80,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Abed-Navandi_and_Dworschak_2005,Abed-Navandi_and_Dworschak_2005_article,associated,Article,10.3354/meps291159,https://doi.org/10.3354/meps291159,D Abed-Navandi and PC Dworschak,NA,Food sources of tropical thalassinidean shrimps: a stable-isotope study,Inter-Research Science Center,2005,NA,NA,291,NA,159--168,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Holmer_et_al_2006,Holmer_et_al_2006_article,associated,Article,10.3354/meps320141,https://doi.org/10.3354/meps320141,M Holmer and C Carta and FÃ˜ Andersen,NA,Biogeochemical implications for phosphorus cycling in sandy and muddy rhizosphere sediments of Zostera marina meadows (Denmark),Inter-Research Science Center,2006,NA,aug,320,NA,141--151,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Gacia_et_al_2002,Gacia_et_al_2002_article,associated,Article,10.4319/lo.2002.47.1.0023,https://doi.org/10.4319/lo.2002.47.1.0023,EsperanÃ§a Gacia and Carlos M. Duarte and Jack J. Middelburg,NA,Carbon and nutrient deposition in a Mediterranean seagrass (Posidonia oceanica) meadow,Wiley,2002,NA,jan,47,1,23--32,Limnology and Oceanography,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Barron_et_al_2004_article,associated,Article,10.4319/lo.2004.49.5.1642,https://doi.org/10.4319/lo.2004.49.5.1642,Cristina BarrÃ³n and NÃ¹ria Mar é and Jorge Terrados and Hilary Kennedy and Carlos M. Duarte,NA,"Community metabolism and carbon budget along a gradient of seagrass
		(Cymodocea nodosa
		) colonization",Wiley,2004,NA,sep,49,5,1642--1651,Limnology and Oceanography,NA,NA,NA,NA,NA,NA
Carruthers_et_al_2005,Carruthers_et_al_2005_article,associated,Article,NA,https://repository.si.edu/bitstream/handle/10088/3827/Carruthers_Barmes_Jacome_and_Fourqurean_2005.pdf?sequence=1&isAllowed=y,"Carruthers, T. J. B., Barnes, P. A. G., Jacome, G. E., and Fourqurean, J. W.",NA,Lagoon scale processes in a coastally influenced Caribbean system: implications for the seagrass Thalassia testudinum,NA,2005,NA,NA,41,NA,NA,Caribbean Journal of Science,NA,NA,NA,NA,NA,NA
Erftemeijer_and_Middelburg_1993,Erftemeijer_and_Middelburg_1993_article,associated,Article,NA,https://www.jstor.org/stable/24841993,"Erftemeijer, P. L. A., and Middelburg, J. J",NA,Sediment-nutrient interactions in tropical seagrass beds: a comparison between a terrigenous and a carbonate sedimentary environments in South Sulawesi,NA,1993,NA,NA,102,NA,NA,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Hemminga_et_al_1994,Hemminga_et_al_1994_article,associated,Article,NA,https://pure.knaw.nl/ws/files/474186/Hemminga_ea_0650.pdf,"Hemminga, M. A., Slim, F. J., Kazungu, J., Ganssen, G. M., Nieuwewnhuize, J., and Kruyt, N. M.",NA,Carbon outwelling from a mangrove forest with adjacent seagrass beds and coral reefs,NA,1994,NA,NA,106,NA,NA,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Mellors_et_al_2002,Mellors_et_al_2002_article,associated,Article,NA,https://www.ingentaconnect.com/content/umrsmas/bullmar/2002/00000071/00000003/art00008,"Mellors, J., Marsh, H., Carruthers, T. J. B., and Waycott, M.",NA,Testing the sediment-trapping paradigm of seagrass: Do seagrasses influence nutrient status and sediment structure in tropical intertidal environments?,NA,2002,NA,NA,71,NA,NA,Bulletin of Marine Science,NA,NA,NA,NA,NA,NA
Orem_et_al_1999,Orem_et_al_1999_article,associated,Article,NA,https://www.jstor.org/stable/4299024,"Orem, W. H., Holmes, C. W., Kendall, C., Lerch, H. E., Bates, A. L., Silva, S. R., Boylan, A., Corum, M., Marot, M., and Hedgeman, C.",NA,Geochemistry of Florida Bay sediments: nutrient history at five sites in eastern and central Florida Bay,NA,1999,NA,NA,15,NA,NA,Journal of Coastal Research,NA,NA,NA,NA,NA,NA
Pulich_1985,Pulich_1985_article,associated,Article,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Pulich%2C+W.+M.%2C+Jr.+%281987%29.+Subtropical+seagrasses+and+trace+metals+cycling.+In+%27Proceedings+of+a+symposium+on+subtropical-tropical+seagrasses+of+the+southeastern+United+States.++Florida+Marine+Research+Publication+No.+42%27.+%28Eds+M.+J.+Durako%2C+R.+C.+Phillips+and+R.+R.+Lewis%2C+III.%29+pp.+39-52.+%28Florida+Department+of+Natural+Resources%2C+Bureau+of+Marine+Research%3A+St.+Petersburgh.%29&btnG=,"Pulich, W. M., Jr.",NA,Subtropical seagrasses and trace metals cycling,NA,1987,NA,NA,42,NA,NA,Florida Marine Research Publication,NA,NA,NA,NA,NA,NA
Stoner_et_al_1998,Stoner_et_al_1998_article,associated,Article,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Stoner%2C+A.+W.%2C+Ray-Culp%2C+M.%2C+and+O%27Connell%2C+S.+M.+%281998%29.+Settlement+and+recruitment+of+queen+conch%2C+Strombus+gigas%2C+in+seagrass+meadows%3A+Associations+with+habitat+and+micropredators.+Fishery+Bulletin+96%2C+885-899.&btnG=,"Stoner, A. W., Ray-Culp, M., and O'Connell, S. M.",NA,"Settlement and recruitment of queen conch, Strombus gigas, in seagrass meadows: Associations with habitat and micropredators",NA,1998,NA,NA,96,NA,NA,Fishery Bulletin,NA,NA,NA,NA,NA,NA
Van_Engeland_2010,Van_Engeland_2010_article,associated,Phdthesis,NA,https://dspace.library.uu.nl/handle/1874/41801,"Van Engeland, T",NA,Dissolved organic nitrogen dynamics in coastal ecosystems,NA,2010,NA,NA,NA,NA,NA,NA,Utrecht University,NA,NA,NA,NA,NA
Thimdee_et_al_2003,Thimdee_et_al_2003_article,associated,Article,NA,NA,"Thimdee, W., Deein, G., Sangrungruang, C., Nishioka, J., and Matsunaga, K.",NA,Sources and fate of organic matter in Khung Krabaen Bay (Thailand) as traced by $\delta$ 13 C and C/N atomic ratiosand C/N atomic ratios,NA,2003,NA,NA,23,NA,NA,Wetlands,NA,NA,NA,NA,NA,NA
Drexler_et_al_2019,Drexler_et_al_2019_article,associated,Article,10.1111/rec.12941,https://doi.org/10.1111/rec.12941,Judith Z. Drexler and Isa Woo and Christopher C. Fuller and Glynnis Nakai,NA,"Carbon accumulation and vertical accretion in a restored versus historic salt marsh in southern Puget Sound, Washington, United States",Wiley,2019,NA,mar,27,5,1117--1127,Restoration Ecology,NA,NA,NA,NA,NA,NA
Drexler_et_al_2013,Drexler_et_al_2013_article,associated,Article,10.1007/s13157-013-0456-3,https://doi.org/10.1007/s13157-013-0456-3,Judith Z. Drexler and Ken W. Krauss and M. Craig Sasser and Christopher C. Fuller and Christopher M. Swarzenski and Amber Powell and Kathleen M. Swanson and James Orlando,NA,"A Long-Term Comparison of Carbon Sequestration Rates in Impounded and Naturally Tidal Freshwater Marshes Along the Lower Waccamaw River, South Carolina",Springer Science and Business Media {LLC},2013,NA,jul,33,5,965--974,Wetlands,NA,NA,NA,NA,NA,NA
Drexler_et_al_2009,Drexler_et_al_2009_article,associated,Article,10.1007/s12237-009-9202-8,https://doi.org/10.1007/s12237-009-9202-8,Judith Z. Drexler and Christian S. {de Fontaine} and Thomas A. Brown,NA,"Peat Accretion Histories During the Past 6,000~Years in Marshes of the Sacramento{\textendash}San Joaquin Delta, {CA}, {USA}",Springer Science and Business Media {LLC},2009,NA,jul,32,5,871--892,Estuaries and Coasts,NA,NA,NA,NA,NA,NA
Doughty_et_al_2016,Doughty_et_al_2019_data,primary,Misc,10.25573/DATA.9695918.V1,https://smithsonian.figshare.com/articles/Mangroves_marching_northward_the_impacts_of_rising_seas_and_temperatures_on_ecosystems_at_Kennedy_Space_Center/9695918/1,Cheryl Doughty and {J. Adam Langley} and Wayne Walker and Ilka C. Feller and Ronald Schaub and Samantha Chapman,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries",Mangroves marching northward: the impacts of rising seas and temperatures on ecosystems at Kennedy Space Center,The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doughty_et_al_2016,Doughty_et_al_2015_article,associated,Article,10.1007/s12237-015-9993-8,https://doi.org/10.1007/s12237-015-9993-8,Cheryl L. Doughty and J. Adam Langley and Wayne S. Walker and Ilka C. Feller and Ronald Schaub and Samantha K. Chapman,NA,Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage,Springer Science and Business Media {LLC},2015,NA,may,39,2,385--396,Estuaries and Coasts,NA,NA,NA,NA,NA,NA
Craft_2007,Craft_2007_article,associated,Article,10.4319/lo.2007.52.3.1220,https://doi.org/10.4319/lo.2007.52.3.1220,Christopher Craft,NA,"Freshwater input structures soil properties, vertical accretion, and nutrient accumulation of Georgia and U.S tidal marshes",Wiley,2007,NA,may,52,3,1220--1230,Limnology and Oceanography,NA,NA,NA,NA,NA,NA
Chambers_et_al_2019,Chambers_et_al_2019_data,primary,Misc,10.1575/1912/bco-dmo.775547.1,https://doi.org/10.1575/1912/bco-dmo.775547.1,Lisa Chambers and Havalend Steinmuller and Kyle Dittmer and John White and Robert Cook and Zuo Xue,NA,Barataria Bay carbon mineralization and biogeochemical properties from nine soil cores,Biological and Chemical Oceanography Data Management Office,2019,NA,sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White_et_al_2020_a,White_et_al_2020_data,primary,Misc,10.26008/1912/BCO-DMO.833824.1,https://hdl.handle.net/1912/26484,John R. White and Yadav Sapkota and Lisa G. Chambers and Robert L. Cook and Zuo Xue,NA,"Biogeochemical properties of sediment cores from Barataria Basin, Louisiana, 2018 and 2019",Biological and Chemical Oceanography Data Management Office (BCO-DMO),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en
White_et_al_2020_b,White_et_al_2020_data,primary,Misc,10.26008/1912/BCO-DMO.833824.1,https://hdl.handle.net/1912/26484,John R. White and Yadav Sapkota and Lisa G. Chambers and Robert L. Cook and Zuo Xue,NA,"Biogeochemical properties of sediment cores from Barataria Basin, Louisiana, 2018 and 2019",Biological and Chemical Oceanography Data Management Office (BCO-DMO),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en
Callaway_et_al_2019,Callaway_et_al_2012_data,primary,Misc,10.25573/DATA.9693251,https://smithsonian.figshare.com/articles/Dataset_Carbon_sequestration_and_sediment_accretion_in_San_Francisco_Bay_tidal_wetlands/9693251,John C. Callaway and {Evyan L. Borgnis} and {R. Eugene Turner} and Charles S. Milan,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries",Dataset: Carbon sequestration and sediment accretion in San Francisco Bay tidal wetlands,The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Callaway_et_al_2012_article,associated,Article,10.1007/s12237-012-9508-9,https://doi.org/10.1007/s12237-012-9508-9,John C. Callaway and Evyan L. Borgnis and R. Eugene Turner and Charles S. Milan,NA,Carbon Sequestration and Sediment Accretion in San Francisco Bay Tidal Wetlands,Springer Science and Business Media {LLC},2012,NA,jun,35,5,1163--1181,Estuaries and Coasts,NA,NA,NA,NA,NA,NA
Buffington_et_al_2020,Buffington_et_al_2020_data,primary,Misc,10.25573/SERC.11968740,https://smithsonian.figshare.com/articles/Dataset_Carbon_stocks_and_accretion_rates_for_wetland_sediment_at_Miner_Slough_Sacramento-San_Joaquin_Delta_California/11968740,Kevin Buffington and Christopher Janousek and Karen Thorne and Bruce Dugger,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries","Dataset: Carbon stocks and accretion rates for wetland sediment at Miner Slough, Sacramento-San Joaquin Delta, California",The Smithsonian Institution,2020,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2020,Breithaupt_et_al_2020_data,primary,Misc,10.25573/data.9894266,https://doi.org/10.25573/data.9894266,"Breithaupt, Joshua L. and Smoak, Joseph M. and Bianchi, Thomas S. and Vaughn, Derrick and Sanders, Christian J. and Radabaugh, Kara R. and  Michael J. Osland and Laura C. Feher and James C. Lynch and Donald R. Cahoon and Gordon H. Anderson and Kevin R.T. Whelan and Brad E. Rosenheim and Ryan P. Moyer and Lisa G. Chambers","Soil Science, 50301 Carbon Sequestration Science",Dataset: Increasing rates of carbon burial in southwest Florida coastal wetlands,The Smithsonian Institution,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Breithaupt_et_al_2014_article,associated,Article,NA,NA,Joshua L Breithaupt and Joseph M Smoak and Thomas J {Smith III} and Christian J Sanders,NA,"Temporal variability of carbon and nutrient burial, sediment accretion, and mass accumulation over the past century in a carbonate platform mangrove forest of the Florida Everglades",Wiley Online Library,2014,NA,NA,119,10,2032--2048,Journal of Geophysical Research: Biogeosciences,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Breithaupt_et_al_2019_data,primary,Misc,10.25573/serc.11310926,NA,Joshua L. Breithaupt and Joseph M. Smoak and Christian J. Sanders and III {Thomas J. Smith},NA,"Temporal variability of carbon and nutrient burial, sedient accretion, and mass accumulation over the past century in a carbonate platform mangrove forest of the Florida Everglades",The Smithsonian Institution,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Boyd_and_Sommerfield_2016_article,associated,Article,10.1016/j.ecoleng.2016.03.045,https://doi.org/10.1016/j.ecoleng.2016.03.045,Brandon M. Boyd and Christopher K. Sommerfield,NA,Marsh accretion and sediment accumulation in a managed tidal wetland complex of Delaware Bay,Elsevier {BV},2016,NA,jul,92,NA,37--46,Ecological Engineering,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,Unger_et_al_2016_article,associated,Article,10.1016/j.ecss.2016.10.001,https://doi.org/10.1016/j.ecss.2016.10.001,Viktoria Unger and Tracy Elsey-Quirk and Christopher Sommerfield and David Velinsky,NA,Stability of organic carbon accumulating in Spartina alterniflora-dominated salt marshes of the Mid-Atlantic U.S.,Elsevier {BV},2016,NA,dec,182,NA,179--189,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Boyd_2012,Boyd_2012_article,associated,MastersThesis,NA,http://udspace.udel.edu/handle/19716/12831,Brandon Boyd,NA,Comparison of sediment accumulation and accretion in impounded and unimpounded marshes of the Delaware Estuary,NA,2012,NA,NA,NA,NA,NA,NA,University of Delaware,NA,NA,NA,NA,NA
Boyd_et_al_2017,Boyd_et_al_2017_article,associated,Article,10.1016/j.margeo.2016.11.008,https://doi.org/10.1016/j.margeo.2016.11.008,Brandon M. Boyd and Christopher K. Sommerfield and Tracy Elsey-Quirk,NA,Hydrogeomorphic influences on salt marsh sediment accumulation and accretion in two estuaries of the U.S. Mid-Atlantic coast,Elsevier,2017,NA,NA,383,NA,132--145,Marine Geology,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Boyd_et_al_2019_data,primary,Misc,10.25573/DATA.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,"50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, Soil Science",Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,Boyd_et_al_2019_data,primary,Misc,10.25573/DATA.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,"50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, Soil Science",Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Boyd_et_al_2019_data,primary,Misc,10.25573/DATA.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,"50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, Soil Science",Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2017,Boyd_et_al_2019_data,primary,Misc,10.25573/DATA.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,"50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, Soil Science",Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belshe_et_al_2019,Belshe_et_al_2019_data,primary,Misc,10.25573/DATA.9856769,https://smithsonian.figshare.com/articles/Dataset_Modeling_organic_carbon_accumulation_rates_and_residence_times_in_coastal_vegetated_ecosystems/9856769,{E. Fay Belshe} and Jose Sanjuan and Carmen Leiva-Dueñas and Nerea Piñeiro-Juncal and Oscar Serrano and Paul S. Lavery and Miguel Angel Mateo,"50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, Soil Science",Dataset: Modeling organic carbon accumulation rates and residence times in coastal vegetated ecosystems,The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belshe_et_al_2019,Belshe_et_al_2019_article,associated,Article,10.1029/2019jg005233,https://doi.org/10.1029/2019jg005233,E. Fay Belshe and Jose Sanjuan and Carmen Leiva-Dueñas and Nerea Piñeiro-Juncal and Oscar Serrano and Paul Lavery and Miguel Angel Mateo,NA,Modeling Organic Carbon Accumulation Rates and Residence Times in Coastal Vegetated Ecosystems,American Geophysical Union ({AGU}),2019,NA,nov,124,11,3652--3671,Journal of Geophysical Research: Biogeosciences,NA,NA,NA,NA,NA,NA
Baustian_et_al_2021,Baustian_et_al_2021_data,primary,Misc,10.5066/P93U3B3E,https://www.sciencebase.gov/catalog/item/5b3299d4e4b040769c159bb0,Melissa M. Baustian and Camille L. Stagg and Carey L. Perry and Leland C. Moss and Tim J. B. Carruthers and Mead A. Allison and Courtney T Hall,"Land Use Change,Soil Sciences",Long-term soil carbon data and accretion from four marsh types in Mississippi River Delta in 2015,U.S. Geological Survey,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
