study_id,core_id,country,core_latitude,core_longitude,latitude_precision,longitude_precision,core_elevation,salinity_code,vegetation_code,inundation_class,core_length_flag,depth_min,depth_max,Holocene_RSLR,carbon_stock (Mg ha-1),corrected_carbon_stock_using_estimated_conversion_factor (Mg ha-1),carbon_stock_final  (Mg ha-1)?,Included_in_previous_compilations?
Gillis et al 2017,LGG17_A,Thailand,8.210624,98.339469,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,266.724234,,266.724234,Yes
Gillis et al 2017,LGG17_B,Thailand,8.202915,98.317947,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,54.40175631,,54.40175631,Yes
Gillis et al 2017,LGG17_C,Thailand,8.175359,98.624256,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,50.91696917,,50.91696917,Yes
Gillis et al 2017,LGG17_D,Thailand,8.126224,98.593558,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,32.20919205,,32.20919205,Yes
Gillis et al 2017,LGG17_E,Thailand,8.101655,98.597483,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,211.8252062,,211.8252062,Yes
Gillis et al 2017,LGG17_F,Thailand,8.085983,98.559989,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,100.0252644,,100.0252644,Yes
Gillis et al 2017,LGG17_G,Thailand,8.064669,98.543226,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,128.2423581,,128.2423581,Yes
Gillis et al 2017,LGG17_H,Thailand,8.044226,98.424474,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,74.82695673,,74.82695673,Yes
Gillis et al 2017,LGG17_I,Thailand,7.987587,98.58128,6,5,NA,NA,NA,NA,0.05,0,0.05,III~V,44.92856869,,44.92856869,Yes
Gillis et al 2017,LGG17_J,Thailand,7.914271,98.584573,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,154.0443096,,154.0443096,Yes
Gillis et al 2017,LGG17_K,Thailand,7.832793,98.359394,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,42.46674221,,42.46674221,Yes
Gillis et al 2017,LGG17_L,Thailand,7.826122,98.380965,6,6,NA,NA,NA,NA,0.05,0,0.05,III~V,81.73460022,,81.73460022,Yes
Gevana and Pampolina 2009,GP09 Averaged,Philippines,13.814167,121.447528,6,6,NA,NA,forested to shrub,NA,0.05,0,0.05,III~V,128.6504303,,128.6504303,Yes
Otero et al 2009,XLO09 Laguncularia,Brazil,-24.996785,-47.907329,6,6,NA,mixoeuhaline,NA,fringe,0.3,0,0.3,III~V,171.4318952,,171.4318952,Yes
Otero et al 2009,XLO09 Rhizophora,Brazil,-24.996822,-47.907276,6,6,NA,mixoeuhaline,NA,fringe,0.4,0,0.4,III~V,358.7840362,,358.7840362,Yes
Otero et al 2009,XLO09 Avicennia,Brazil,-24.996941,-47.907039,6,6,NA,mixoeuhaline,NA,fringe,0.35,0,0.35,III~V,363.0689724,,363.0689724,Yes
Lee and Baker 1972,BKHL72 Station I,USA,21.437496,-157.811985,6,6,NA,mesohaline,NA,fringe,0.0762,0,0.0762,I~II,545.654626,344.93,344.93,Yes
Frusher et al 1994,SDF94 1,Australia,-18.078864,146.023005,6,6,NA,polyhaline,NA,NA,0.45,0,0.45,III~V,156.0922338,,156.0922338,Yes
Frusher et al 1994,SDF94 2,Australia,-18.083427,146.000095,5,6,NA,mesohaline,NA,NA,0.45,0,0.45,III~V,147.4677881,,147.4677881,Yes
Frusher et al 1994,SDF94 3,Australia,-18.101195,145.985549,6,6,NA,mesohaline,NA,NA,0.45,0,0.45,III~V,152.6715785,,152.6715785,Yes
Frusher et al 1994,SDF94 4,Australia,-18.105466,145.963259,5,6,NA,oligohaline,NA,NA,0.45,0,0.45,III~V,105.5816811,,105.5816811,Yes
Frusher et al 1994,SDF94 5,Australia,-18.100419,145.961916,6,6,NA,oligohaline,NA,NA,0.45,0,0.45,III~V,129.3711794,,129.3711794,Yes
Dissanayake and Chandrasekara 2014,ND14 Avicennia,Sri Lanka,7.195614,79.843577,6,6,NA,polyhaline,NA,NA,0.15,0,0.15,III~V,487.136209,295.5122817,295.5122817,Yes
Dissanayake and Chandrasekara 2014,ND14 Rhizophora,Sri Lanka,7.19536,79.843759,5,6,NA,polyhaline,NA,NA,0.15,0,0.15,III~V,200.6638251,134.1530458,134.1530458,Yes
Dissanayake and Chandrasekara 2014,ND14 Lumnitzera,Sri Lanka,7.196772,79.843314,6,6,NA,polyhaline,NA,NA,0.15,0,0.15,III~V,204.6132527,136.1982477,136.1982477,Yes
Zhang et al 2012,JPZ12 Sites 1-2,China,21.568751,109.75712,6,4,NA,oligohaline,NA,NA,1,0,1,III~V,208.352,,208.352,Yes
Naidoo and Raiman 1982,GN82 Sipingo 1,South Africa,-29.988266,30.947644,6,6,NA,NA,NA,NA,1,0,1,III~V,83.8540982,90.66516519,90.66516519,Yes
Naidoo and Raiman 1982,GN82 Sipingo 2,South Africa,-29.988266,30.947644,6,6,NA,NA,NA,NA,1,0,1,III~V,87.4367698,120.1983932,120.1983932,Yes
Naidoo and Raiman 1982,GN82 Mdloti,South Africa,-29.651374,31.126536,6,6,NA,NA,NA,NA,1,0,1,III~V,31.72410957,6.147314161,6.147314161,Yes
Owers et al 2016,CJO16 Tall Mangrove,Australia,-35.006626,150.668402,6,6,NA,NA,forested to shrub,NA,0.3,0,0.3,III~V,295,,295,Yes
Owers et al 2016,CJO16 Shrub Mangrove,Australia,-35.013693,150.666216,6,6,NA,NA,scrub shrub,NA,0.3,0,0.3,III~V,264,,264,Yes
Owers et al 2016,CJO16 Dwarf Mangrove,Australia,-35.019153,150.66816,6,4,NA,NA,scrub shrub,dwarf,0.3,0,0.3,III~V,248.3333333,,248.3333333,Yes
Penha-Lopes et al 2009,GPL09 Canopy,Mozambique,-26.046572,32.964403,6,6,NA,NA,forested,NA,0.03,0,0.03,III~V,213.017509,140.52,140.52,Yes
Smoak et al 2013,JMS13 SH4,USA,25.42348611,-81.06044722,8,7,NA,NA,forested to shrub,fringe,0.24,0,0.24,I~II,515.0760133,,515.0760133,Yes
Szczygielski et al 2015,AS14 VC10,Brazil,-2.768383333,-41.93361667,9,8,NA,NA,NA,NA,0.56,0,0.56,III~V,259.6498143,,259.6498143,Yes
Lang'at et al 2014,JKSL14 Control,Kenya,-4.408888889,39.52305556,9,8,2.91,NA,NA,NA,1,0,1,III~V,520.8,,520.8,Yes
Kelleway et al 2016,JJK16 TP1A,Australia,-34.01758,151.150859,5,6,NA,NA,NA,fringe,1,0,1,III~V,333.3296185,,333.3296185,Yes
Kelleway et al 2016,JJK16 TP1B,Australia,-34.017388,151.151084,6,6,NA,NA,NA,fringe,1,0,1,III~V,393.9435482,,393.9435482,Yes
Kelleway et al 2016,JJK16 TP1C,Australia,-34.017179,151.150425,6,6,NA,NA,NA,fringe,1,0,1,III~V,261.9845327,,261.9845327,Yes
Kelleway et al 2016,JJK16 TP2A,Australia,-34.018197,151.152118,6,6,NA,NA,NA,fringe,1,0,1,III~V,250.0431209,,250.0431209,Yes
Kelleway et al 2016,JJK16 TP2B,Australia,-34.018014,151.152284,6,6,NA,NA,NA,fringe,1,0,1,III~V,161.1561714,,161.1561714,Yes
Kelleway et al 2016,JJK16 TP2C,Australia,-34.017396,151.15221,6,5,NA,NA,NA,fringe,1,0,1,III~V,177.6129164,,177.6129164,Yes
Kelleway et al 2016,JJK16 TP3B,Australia,-34.019499,151.149488,6,6,NA,NA,NA,fringe,1,0,1,III~V,153.463582,,153.463582,Yes
Kelleway et al 2016,JJK16 TP3C,Australia,-34.019265,151.147628,6,6,NA,NA,NA,fringe,1,0,1,III~V,222.2390812,,222.2390812,Yes
Kelleway et al 2016,JJK16 TP3E,Australia,-34.019882,151.15011,6,5,NA,NA,NA,fringe,1,0,1,III~V,107.8466273,,107.8466273,Yes
Kelleway et al 2016,JJK16 TP4A,Australia,-34.020201,151.152524,5,5,NA,NA,NA,fringe,1,0,1,III~V,115.9225857,,115.9225857,Yes
Kelleway et al 2016,JJK16 TP4B,Australia,-34.021042,151.151427,6,6,NA,NA,NA,fringe,1,0,1,III~V,102.3263429,,102.3263429,Yes
Kelleway et al 2016,JJK16 TP4C,Australia,-34.020932,151.151121,6,6,NA,NA,NA,fringe,1,0,1,III~V,126.3291714,,126.3291714,Yes
Kelleway et al 2016,JJK16 GR1A,Australia,-33.98323,151.009012,5,6,NA,NA,NA,riverine,1,0,1,III~V,510.1886143,,510.1886143,Yes
Kelleway et al 2016,JJK16 GR1B,Australia,-33.98335,151.008662,5,6,NA,NA,NA,riverine,1,0,1,III~V,396.3816714,,396.3816714,Yes
Kelleway et al 2016,JJK16 GR1C,Australia,-33.98309,151.008512,5,6,NA,NA,NA,riverine,1,0,1,III~V,380.8524857,,380.8524857,Yes
Kelleway et al 2016,JJK16 GR2A,Australia,-33.9848,151.008282,4,6,NA,NA,NA,riverine,1,0,1,III~V,297.3088631,,297.3088631,Yes
Kelleway et al 2016,JJK16 GR2B,Australia,-33.98443,151.008642,5,6,NA,NA,NA,riverine,1,0,1,III~V,377.4049868,,377.4049868,Yes
Kelleway et al 2016,JJK16 GR2C,Australia,-33.98416,151.008602,5,6,NA,NA,NA,riverine,1,0,1,III~V,392.0551714,,392.0551714,Yes
Kelleway et al 2016,JJK16 GR3A,Australia,-33.98414,151.009322,5,6,NA,NA,NA,riverine,1,0,1,III~V,249.4194531,,249.4194531,Yes
Kelleway et al 2016,JJK16 GR3B,Australia,-33.98405,151.009052,5,6,NA,NA,NA,riverine,1,0,1,III~V,265.5231429,,265.5231429,Yes
Kelleway et al 2016,JJK16 GR3C,Australia,-33.983964,151.008804,6,6,NA,NA,NA,riverine,1,0,1,III~V,363.1770571,,363.1770571,Yes
Kelleway et al 2016,JJK16 GR4A,Australia,-33.98453,151.010182,5,6,NA,NA,NA,riverine,1,0,1,III~V,192.6508571,,192.6508571,Yes
Kelleway et al 2016,JJK16 GR4B,Australia,-33.98449,151.009732,5,6,NA,NA,NA,riverine,1,0,1,III~V,230.9643429,,230.9643429,Yes
Kelleway et al 2016,JJK16 GR4C,Australia,-33.98402,151.009472,5,6,NA,NA,NA,riverine,1,0,1,III~V,259.6791857,,259.6791857,Yes
Nsombo et al 2016,ENN16 Tran1Well1,Cameroon,4.5125,8.75,4,2,NA,NA,NA,riverine,1,0,1,III~V,563.85,,563.85,Yes
Nsombo et al 2016,ENN16 Tran1Well2,Cameroon,4.5125,8.75,4,2,NA,NA,NA,riverine,1,0,1,III~V,481.3666667,,481.3666667,Yes
Nsombo et al 2016,ENN16 Tran1Well3,Cameroon,4.5125,8.75,4,2,NA,NA,NA,riverine,1,0,1,III~V,550.0833333,,550.0833333,Yes
Nsombo et al 2016,ENN16 Tran2Well2,Cameroon,4.5125,8.75,4,2,NA,NA,NA,riverine,1,0,1,III~V,418.1670271,,418.1670271,Yes
Nsombo et al 2016,ENN16 Tran2Well3,Cameroon,4.5125,8.75,4,2,NA,NA,NA,riverine,1,0,1,III~V,386.8967658,,386.8967658,Yes
Gomes et al 2016,FHG16 M1,Brazil,-14.68111111,-39.07444444,7,8,NA,NA,NA,riverine,0.4,0,0.4,III~V,404.8391514,,404.8391514,Yes
Gomes et al 2016,FHG16 M2,Brazil,-14.68083333,-39.075,7,3,NA,NA,NA,riverine,0.3,0,0.3,III~V,359.3088593,,359.3088593,Yes
Gomes et al 2016,FHG16 M3,Brazil,-14.68055556,-39.07416667,7,8,NA,NA,NA,riverine,0.2,0,0.2,III~V,457.0532512,,457.0532512,Yes
Gomes et al 2016,FHG16 M4,Brazil,-14.71833333,-39.07027778,7,8,NA,NA,NA,riverine,0.3,0,0.3,III~V,413.9195598,,413.9195598,Yes
Gomes et al 2016,FHG16 M5,Brazil,-14.75833333,-39.06222222,8,8,NA,NA,NA,riverine,0.2,0,0.2,III~V,396.1346943,,396.1346943,Yes
Ukpong 1997,IEU97 Supratidal,Nigeria,4.992813,8.28116,6,5,NA,NA,scrub shrub,interior,0.3,0,0.3,III~V,390.6,,390.6,Yes
Ukpong 1997,IEU97 Hinterland,Nigeria,4.967615,8.302193,6,6,NA,NA,forested to shrub,interior,0.3,0,0.3,III~V,510.4,,510.4,Yes
Ukpong 1997,IEU97 Distributary,Nigeria,4.976897,8.28349,6,5,NA,NA,scrub shrub,riverine,0.3,0,0.3,III~V,686.2,,686.2,Yes
Ukpong 1997,IEU16 Tidal Creek,Nigeria,4.959172,8.270308,6,6,NA,NA,scrub shrub,riverine,0.3,0,0.3,III~V,672,,672,Yes
Ceron-Breton et al 2011,JGCB11 SA1,Mexico,18.63540741,-91.77956481,8,8,NA,NA,NA,fringe,0.6,0,0.6,III~V,462.3425443,,462.3425443,Yes
Ceron-Breton et al 2011,JGCB11 SA2,Mexico,18.63533333,-91.78059259,8,8,NA,NA,NA,fringe,0.6,0,0.6,III~V,502.6158909,,502.6158909,Yes
Ceron-Breton et al 2011,JGCB11 SA3,Mexico,18.63553704,-91.78361111,8,8,NA,NA,NA,interior,0.6,0,0.6,III~V,221.5396775,,221.5396775,Yes
Ceron-Breton et al 2011,JGCB11 SA4,Mexico,18.63588889,-91.78604352,8,8,NA,NA,NA,interior,0.6,0,0.6,III~V,288.4870893,,288.4870893,Yes
Ceron-Breton et al 2011,JGCB11 SA5,Mexico,18.63553704,-91.78568519,8,8,NA,NA,NA,interior,0.6,0,0.6,III~V,248.4400584,,248.4400584,Yes
Ceron-Breton et al 2011,JGCB11 SA6,Mexico,18.63542593,-91.78534259,8,8,NA,NA,NA,interior,0.6,0,0.6,III~V,271.9766828,,271.9766828,Yes
McFadden et al 2016,TNM16 Rookery,Honduras,13.367674,-87.470412,6,6,NA,mixoeuhaline,forested to shrub,fringe,1.65,0,1.65,III~V,242.4799615,,242.4799615,Yes
McFadden et al 2016,TNM16 Control,Honduras,13.368079,-87.475626,6,6,NA,mixoeuhaline,forested to shrub,fringe,1.66,0,1.66,III~V,270.2010303,,270.2010303,Yes
Xia et al 2015,PX15 YLW02,China,21.492697,109.762599,6,6,NA,NA,NA,fringe,0.6,0,0.6,III~V,110.8003188,,110.8003188,Yes
Xia et al 2015,PX15 YLW03,China,21.4969,109.760594,4,6,NA,NA,NA,interior,0.6,0,0.6,III~V,123.6913977,,123.6913977,Yes
Allen et al 2007,DEA07 Brisbane River,Australia,-27.517813,152.990952,5,6,NA,NA,NA,riverine,0.05,0,0.05,III~V,156.7672,,156.7672,Yes
Yuan et al 2014,HR14 Site 1,China,21.569924,109.757814,6,6,NA,polyhaline,scrub shrub,NA,1,0,1,III~V,359.1085994,,359.1085994,Yes
Yuan et al 2014,HR14 Site 2,China,21.568547,109.75761,6,4,NA,polyhaline,scrub shrub,NA,1,0,1,III~V,198.7692158,,198.7692158,Yes
Gleason and Ewel 2002,SMG02 Average,Micronesia,5.314053,162.970205,6,6,NA,NA,NA,riverine/interior,0.3,0,0.3,III~V,513.5189859,,513.5189859,Yes
Dutta et al 2013,MKD13 ULZ,India,21.666868,88.331259,6,6,NA,polyhaline,NA,NA,0.25,0,0.25,III~V,168.2833837,,168.2833837,Yes
Dutta et al 2013,MKD13 MLZ,India,21.666868,88.331259,6,6,NA,polyhaline,NA,NA,0.25,0,0.25,III~V,174.5567592,,174.5567592,Yes
Dutta et al 2013,MKD13 LLZ,India,21.666868,88.331259,6,6,NA,polyhaline,NA,NA,0.25,0,0.25,III~V,163.1034355,,163.1034355,Yes
Banerjee et al 2012,KB12 Stn. 1,India,21.872546,88.168066,6,6,NA,oligohaline,NA,NA,0.4,0,0.4,III~V,126.9378559,,126.9378559,Yes
Banerjee et al 2012,KB12 Stn. 2,India,21.798146,88.166492,6,6,NA,oligohaline,NA,NA,0.4,0,0.4,III~V,119.9646143,,119.9646143,Yes
Banerjee et al 2012,KB12 Stn. 3,India,21.635327,88.086352,6,6,NA,polyhaline,NA,NA,0.4,0,0.4,III~V,114.940436,,114.940436,Yes
Banerjee et al 2012,KB12 Stn. 4,India,21.707425,88.195374,6,6,NA,mesohaline,NA,NA,0.4,0,0.4,III~V,140.5698284,,140.5698284,Yes
Banerjee et al 2012,KB12 Stn. 5,India,21.605932,88.283639,6,6,NA,polyhaline,NA,NA,0.4,0,0.4,III~V,139.9204768,,139.9204768,Yes
Banerjee et al 2012,KB12 Stn. 6,India,21.763191,88.35795,6,5,NA,polyhaline,NA,NA,0.4,0,0.4,III~V,126.6346931,,126.6346931,Yes
Banerjee et al 2012,KB12 Stn. 7,India,21.6923,88.413657,4,6,NA,polyhaline,NA,NA,0.4,0,0.4,III~V,123.9878764,,123.9878764,Yes
Banerjee et al 2012,KB12 Stn. 8,India,21.940441,88.808983,6,6,NA,polyhaline,NA,NA,0.4,0,0.4,III~V,96.04004244,,96.04004244,Yes
Banerjee et al 2012,KB12 Stn. 9,India,22.091424,88.800184,6,6,NA,polyhaline,NA,NA,0.4,0,0.4,III~V,83.54257082,,83.54257082,Yes
Banerjee et al 2012,KB12 Stn. 10,India,22.023449,88.763959,6,6,NA,polyhaline,NA,NA,0.4,0,0.4,III~V,118.9642463,,118.9642463,Yes
Banerjee et al 2012,KB12 Stn. 11,India,21.827697,88.848569,6,6,NA,polyhaline,NA,NA,0.4,0,0.4,III~V,85.22331934,,85.22331934,Yes
Banerjee et al 2012,KB12 Stn. 12,India,21.763583,88.822088,6,6,NA,mesohaline,NA,NA,0.4,0,0.4,III~V,110.124627,,110.124627,Yes
Banerjee et al 2012,KB12 Stn. 13,India,21.685091,88.957379,6,6,NA,mesohaline,NA,NA,0.4,0,0.4,III~V,79.52832184,,79.52832184,Yes
Banerjee et al 2012,KB12 Stn. 14,India,21.908179,89.085136,6,6,NA,mesohaline,NA,NA,0.4,0,0.4,III~V,74.07374538,,74.07374538,Yes
Abino et al 2014,ACA14 Average,Philippines,10.043023,118.730673,6,6,NA,NA,forested,NA,0.15,0,0.15,III~V,579.333,157.46,157.46,Yes
Mao et al 2012,LZM12 Futian 1,China,22.5281944,114.0018972,7,7,NA,NA,forested,NA,0.5,0,0.5,III~V,376.229,,376.229,Yes
Mao et al 2012,LZM12 Futian 2,China,22.5284111,114.0019583,7,7,NA,NA,forested,NA,0.5,0,0.5,III~V,300.8388743,,300.8388743,Yes
Mao et al 2012,LZM12 Futian 3,China,22.5286028,114.0024444,7,7,NA,NA,forested,NA,0.5,0,0.5,III~V,463.3669024,,463.3669024,Yes
Xu et al 2012,FHX12 Zhanjiang 1,China,21.10991,110.317315,5,6,NA,polyhaline,scrub shrub,fringe,1,0,1,III~V,673.2,,673.2,Yes
Xu et al 2012,FHX12 Zhanjiang 2,China,21.10991,110.317315,5,6,NA,polyhaline,scrub shrub,interior,1,0,1,III~V,371.9,,371.9,Yes
Xu et al 2012,FHX12 Zhanjiang 3,China,21.10991,110.317315,5,6,NA,polyhaline,scrub shrub,dwarf,1,0,1,III~V,325.2,,325.2,Yes
Liu et al 2008,MLL08 Plot 1 ,China,19.981578,110.592345,6,6,NA,mesohaline,forested,interior,0.2,0,0.2,III~V,57.8098233,54.14117702,54.14117702,Yes
Liu et al 2008,MLL08 Plot 2,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,127.7892815,94.57764802,94.57764802,Yes
Liu et al 2008,MLL08 Plot 3,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,92.39853253,74.44390774,74.44390774,Yes
Liu et al 2008,MLL08 Plot 4,China,19.981578,110.592345,6,6,NA,oligohaline,forested,interior,0.2,0,0.2,III~V,42.90039795,44.84239175,44.84239175,Yes
Liu et al 2008,MLL08 Plot 5,China,19.981578,110.592345,6,6,NA,oligohaline,forested,fringe,0.2,0,0.2,III~V,50.44634118,49.63587797,49.63587797,Yes
Liu et al 2008,MLL08 Plot 6,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,76.03232889,64.96916957,64.96916957,Yes
Liu et al 2008,MLL08 Plot 7,China,19.981578,110.592345,6,6,NA,mesohaline,forested,interior,0.2,0,0.2,III~V,112.0391865,85.6818107,85.6818107,Yes
Liu et al 2008,MLL08 Plot 8,China,19.981578,110.592345,6,6,NA,mesohaline,forested,interior,0.2,0,0.2,III~V,148.5507507,106.177979,106.177979,Yes
Liu et al 2008,MLL08 Plot 9,China,19.981578,110.592345,6,6,NA,oligohaline,forested,interior,0.2,0,0.2,III~V,99.5472287,78.55392114,78.55392114,Yes
Liu et al 2008,MLL08 Plot 10,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,195.266406,131.3397547,131.3397547,Yes
Liu et al 2008,MLL08 Plot 11,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,250.5339239,159.3348379,159.3348379,Yes
Liu et al 2008,MLL08 Plot 12,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,116.666949,88.30167337,88.30167337,Yes
Liu et al 2008,MLL08 Plot 13,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,344.1298847,205.5288829,205.5288829,Yes
Liu et al 2008,MLL08 Plot 14,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,263.0651982,165.5117317,165.5117317,Yes
Liu et al 2008,MLL08 Plot 15,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,132.0584086,96.99048497,96.99048497,Yes
Liu et al 2008,MLL08 Plot 16,China,19.981578,110.592345,6,6,NA,mesohaline,forested,fringe,0.2,0,0.2,III~V,114.3865009,86.9989424,86.9989424,Yes
Tam and Wong 1998,NFYT98 Transect A Core 1,China,22.432217,114.268921,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,180.1913738,,180.1913738,Yes
Tam and Wong 1998,NFYT98 Transect A Core 2,China,22.432182,114.268883,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,245.8846919,,245.8846919,Yes
Tam and Wong 1998,NFYT98 Transect A Core 3,China,22.432157,114.268834,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,264.3329393,,264.3329393,Yes
Tam and Wong 1998,NFYT98 Transect A Core 4,China,22.432143,114.268788,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,204.4013759,,204.4013759,Yes
Tam and Wong 1998,NFYT98 Transect A Core 5,China,22.432118,114.268748,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,325.0835265,,325.0835265,Yes
Tam and Wong 1998,NFYT98 Transect A Core 6,China,22.432101,114.268704,6,5,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,346.6820206,,346.6820206,Yes
Tam and Wong 1998,NFYT98 Transect A Core 7,China,22.432076,114.268642,6,5,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,363.4993234,,363.4993234,Yes
Tam and Wong 1998,NFYT98 Transect A Core 8,China,22.432051,114.268589,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,308.4994042,,308.4994042,Yes
Tam and Wong 1998,NFYT98 Transect A Core 9,China,22.432029,114.268551,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,341.0509633,,341.0509633,Yes
Tam and Wong 1998,NFYT98 Transect A Core 10,China,22.432004,114.268498,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,395.1939141,,395.1939141,Yes
Tam and Wong 1998,NFYT98 Transect A Core 11,China,22.43199,114.26845,5,5,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,359.66401,,359.66401,Yes
Tam and Wong 1998,NFYT98 Transect A Core 12,China,22.431968,114.268399,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,411.2045488,,411.2045488,Yes
Tam and Wong 1998,NFYT98 Transect A Core 13,China,22.43196,114.268378,5,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,351.9308142,,351.9308142,Yes
Tam and Wong 1998,NFYT98 Transect A Core 14,China,22.431932,114.268321,6,5,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,343.3250338,,343.3250338,Yes
Tam and Wong 1998,NFYT98 Transect A Core 15,China,22.431913,114.268252,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,375.290949,,375.290949,Yes
Tam and Wong 1998,NFYT98 Transect A Core 16,China,22.43188,114.268179,5,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,355.2509826,,355.2509826,Yes
Tam and Wong 1998,NFYT98 Transect A Core 17,China,22.431855,114.268112,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,328.4379018,,328.4379018,Yes
Tam and Wong 1998,NFYT98 Transect A Core 18,China,22.431827,114.268045,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,362.8098407,,362.8098407,Yes
Tam and Wong 1998,NFYT98 Transect A Core 19,China,22.431794,114.267999,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,249.0352536,,249.0352536,Yes
Tam and Wong 1998,NFYT98 Transect A Core 20,China,22.431761,114.267938,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,185.0729164,,185.0729164,Yes
Tam and Wong 1998,NFYT98 Transect A Core 21,China,22.431731,114.267877,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,130.7186041,,130.7186041,Yes
Tam and Wong 1998,NFYT98 Transect B Core 1,China,22.423235,114.271012,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,379.5988142,,379.5988142,Yes
Tam and Wong 1998,NFYT98 Transect B Core 2,China,22.423232,114.270982,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,289.121094,,289.121094,Yes
Tam and Wong 1998,NFYT98 Transect B Core 3,China,22.423232,114.270934,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,276.1931989,,276.1931989,Yes
Tam and Wong 1998,NFYT98 Transect B Core 4,China,22.423238,114.270889,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,188.7459933,,188.7459933,Yes
Tam and Wong 1998,NFYT98 Transect B Core 5,China,22.423235,114.270835,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,211.048747,,211.048747,Yes
Tam and Wong 1998,NFYT98 Transect B Core 6,China,22.423185,114.270757,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,111.5500428,,111.5500428,Yes
Tam and Wong 1998,NFYT98 Transect B Core 7,China,22.423185,114.270717,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,137.0181026,,137.0181026,Yes
Tam and Wong 1998,NFYT98 Transect B Core 8,China,22.423191,114.270659,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,101.7529765,,101.7529765,Yes
Tam and Wong 1998,NFYT98 Transect B Core 9,China,22.423191,114.270598,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,103.1660881,,103.1660881,Yes
Tam and Wong 1998,NFYT98 Transect B Core 10,China,22.423197,114.270546,6,6,NA,oligohaline to polyhaline,scrub shrub,dwarf,0.01,0,0.01,III~V,123.1307099,,123.1307099,Yes
