Authors,title,Year,Source Title,Included
"Duarte, CM; Losada, IJ; Hendriks, IE; Mazarrasa, I; Marba, N",The role of coastal plant communities for climate change mitigation and adaptation,2013,NATURE CLIMATE CHANGE,NA
"Taylor, MD; Fry, B; Becker, A; Moltschaniwskyj, N",The role of connectivity and physicochemical conditions in effective habitat of two exploited penaeid species,2017,ECOLOGICAL INDICATORS,NA
"M Jerath, M Bhat, VH Rivera-Monroy…","The role of economic, policy, and ecological factors in estimating the value of carbon stocks in Everglades mangrove forests, South Florida, USA",2016,… Science & Policy,NA
"Armenteros, M; Saladrigas, D; Gonzalez-Casuso, L; Estevez, ED; Kowalewski, M",The role of habitat selection on the diversity of macrobenthic communities in three gulfs of the Cuban Archipelago,2018,BULLETIN OF MARINE SCIENCE,NA
"Scott, AL; York, PH; Duncan, C; Macreadie, PI; Connolly, RM; Ellis, MT; Jarvis, JC; Jinks, KI; Marsh, H; Rasheed, MA",The Role of Herbivory in Structuring Tropical Seagrass Ecosystem Service Delivery,2018,FRONTIERS IN PLANT SCIENCE,NA
"MCDERMOTT, JJ",THE ROLE OF HOPLONEMERTEANS IN THE ECOLOGY OF SEAGRASS COMMUNITIES,1988,HYDROBIOLOGIA,NA
L Wilkie,"The role of intertidal seagrass Zostera spp. in sediment deposition and coastal stability in the Tay Estuary, Scotland",2012,NA,NA
"Y Malhi, T Lander, E le Roux, N Stevens…",The role of large wild animals in climate change mitigation and adaptation,2022,Current Biology,NA
"Bilkovic, DM; Mitchell, M; Mason, P; Duhring, K",The Role of Living Shorelines as Estuarine Habitat Conservation Strategies,2016,COASTAL MANAGEMENT,NA
"C Contreras, S Thomas",The role of local knowledge in the governance of blue carbon,2019,Journal of the Indian Ocean Region,NA
"Y Zhang, L Xiao, D Guan, Y Chen, M Motelica-Heino…",The role of mangrove fine root production and decomposition on soil organic carbon component ratios,2021,Ecological …,NA
"Licci, S; Nepf, H; Delolme, C; Marmonier, P; Bouma, TJ; Puijalon, S",The role of patch size in ecosystem engineering capacity: a case study of aquatic vegetation,2019,AQUATIC SCIENCES,NA
"Yang, SL",The role of Scirpus marsh in attenuation of hydrodynamics and retention of fine sediment in the Yangtze Estuary,1998,ESTUARINE COASTAL AND SHELF SCIENCE,NA
LA Awuor,"The role of sea blight (Suaeda monoica forssk. ex gmel) in recovery of degraded mangroves at Mwache Creek, Kenya",2015,NA,NA
"Whitfield, AK","The role of seagrass meadows, mangrove forests, salt marshes and reed beds as nursery areas and food sources for fishes in estuaries",2017,REVIEWS IN FISH BIOLOGY AND FISHERIES,NA
T Klinger,The role of seaweeds in the modern ocean,2015,Perspectives in Phycology,NA
"DA Bossio, SC Cook-Patton, PW Ellis, J Fargione…",The role of soil carbon in natural climate solutions,2020,Nature …,NA
SK Archer,The Role of Sponges in Structuring Tropical Nearshore Ecosystems,2015,NA,NA
"Rutzler, K","THE ROLE OF SPONGES IN THE MESOAMERICAN BARRIER-REEF ECOSYSTEM, BELIZE",2012,"ADVANCES IN SPONGE SCIENCE: PHYLOGENY, SYSTEMATICS, ECOLOGY",NA
"Sueiro, MC; Bortolus, A; Schwindt, E",The role of the physical structure of Spartina densiflora Brong. in structuring macroinvertebrate assemblages,2012,AQUATIC ECOLOGY,NA
"KW Krauss, GB Noe, JA Duberstein…",The role of the upper tidal estuary in wetland blue carbon storage and flux,2018,Global …,NA
"Ruiz-Delgado, MC; Vieira, JV; Veloso, VG; Reyes-Martinez, MJ; Sallorenzo, IA; Borzone, CA; Sanchez-Moyano, JE; Garcia, FJG",The role of wrack deposits for supralittoral arthropods: An example using Atlantic sandy beaches of Brazil and Spain,2014,ESTUARINE COASTAL AND SHELF SCIENCE,NA
"Ng, L; Campos-Arceiz, A; Sloan, S; Hughes, AC; Tiang, DCF; Li, BV; Lechner, AM",The scale of biodiversity impacts of the Belt and Road Initiative in Southeast Asia,2020,BIOLOGICAL CONSERVATION,NA
"Newman, SP; Gruber, SH; Handy, RD","The scarecrow toadfish: habitat, abundance and size at maturity at Bimini, Bahamas",2004,JOURNAL OF FISH BIOLOGY,NA
"Needelman, BA; Emmer, IM; Emmett-Mattox, S; Crooks, S; Megonigal, JP; Myers, D; Oreska, MPJ; McGlathery, K",The Science and Policy of the Verified Carbon Standard Methodology for Tidal Wetland and Seagrass Restoration,2018,ESTUARIES AND COASTS,NA
"K Ugarelli, S Chakrabarti, P Laas, U Stingl",The seagrass holobiont and its microbiome,2017,Microorganisms,NA
"Nagelkerken, I; Sheaves, M; Baker, R; Connolly, RM",The seascape nursery: a novel spatial approach to identify and manage nurseries for coastal marine fauna,2015,FISH AND FISHERIES,NA
"Potouroglou, M; Whitlock, D; Milatovic, L; MacKinnon, G; Kennedy, H; Diele, K; Huxham, M",The sediment carbon stocks of intertidal seagrass meadows in Scotland,2021,ESTUARINE COASTAL AND SHELF SCIENCE,NA
"Malavasi, S; Franco, A; Fiorin, R; Franzoi, P; Torricelli, P; Mainardi, D","The shallow water gobiid assemblage of the Venice Lagoon: abundance, seasonal variation and habitat partitioning",2005,JOURNAL OF FISH BIOLOGY,NA
"N Saintilan, K Rogers",The significance and vulnerability of Australian saltmarshes: implications for management in a changing climate,2013,Marine and Freshwater Research,NA
"Z Jaafar, D Huang, JTI Tanzil, YX Ow, N Yap",The Singapore Blue Plan 2018,2018,NA,NA
"Spurgeon, J",The socio-economic costs and benefits of coastal habitat rehabilitation and creation,1998,MARINE POLLUTION BULLETIN,NA
"Rahayu, YP; Solihuddin, T; Kusumaningtyas, MA; Ati, RNA; Salim, HL; Rixen, T; Hutahaean, AA","The Sources of Organic Matter in Seagrass Sediments and Their Contribution to Carbon Stocks in the Spermonde Islands, Indonesia",2019,AQUATIC GEOCHEMISTRY,NA
"Meng, WQ; Feagin, RA; Hu, BB; He, MX; Li, HY",The spatial distribution of blue carbon in the coastal wetlands of China,2019,ESTUARINE COASTAL AND SHELF SCIENCE,NA
Y Ramirez-Matiz,The spatial variability of elemental and isotopic compositions of carbon and nitrogen within sediments in a subtropical mangrove forest,2020,NA,NA
"Legare, B; Kneebone, J; DeAngelis, B; Skomal, G","The spatiotemporal dynamics of habitat use by blacktip (Carcharhinus limbatus) and lemon (Negaprion brevirostris) sharks in nurseries of St. John, United States Virgin Islands",2015,MARINE BIOLOGY,NA
"Zann, LP","The State of the Marine Environment Report for Australia (SOMER): Process, findings and perspectives",1996,OCEAN & COASTAL MANAGEMENT,NA
"DA Friess, K Rogers, CE Lovelock…","The state of the world's mangrove forests: past, present, and future",2019,Annual Review of …,NA
"Polidoro, BA; Ralph, GM; Strongin, K; Harvey, M; Carpenter, KE; Arnold, R; Buchanan, JR; Camara, KMA; Collette, BB; Comeros-Raynal, MT; De Bruyne, G; Gon, O; Harold, AS; Harwell, H; Hulley, PA; Iwamoto, T; Knudsen, SW; Lewembe, JD; Linardich, C; Lindeman, KC; Monteiro, V; Munroe, T; Nunoo, FKE; Pollock, CM; Poss, S; Russell, B; Sayer, C; Sidibe, A; Smith-Vaniz, W; Stump, E; Sylla, M; Tito De Morais, L; Vie, JC; Williams, A",The status of marine biodiversity in the Eastern Central Atlantic (West and Central Africa),2017,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,NA
"Uku, J; Daudi, L; Alati, V; Nzioka, A; Muthama, C","The status of seagrass beds in the coastal county of Lamu, Kenya",2021,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,NA
"Juman, RA","The structure and productivity of the Thalassia testudinum community in Bon Accord Lagoon, Tobago",2005,REVISTA DE BIOLOGIA TROPICAL,NA
"Marsh, H; Harris, ANM; Lawler, IR","The sustainability of the indigenous dugong fishery in Torres strait, Australia Papua New Guinea",1997,CONSERVATION BIOLOGY,NA
"Camacho, O; Fernandez-Garcia, C; Vieira, C; Gurgel, CFD; Norris, JN; Freshwater, DW; Fredericq, S","The systematics of Lobophora (Dictyotales, Phaeophyceae) in the western Atlantic and eastern Pacific oceans: eight new species",2019,JOURNAL OF PHYCOLOGY,NA
"Castelblanco-Martinez, DN; Barba, E; Schmitter-Soto, JJ; Hernandez-Arana, HA; Morales-Vela, B",The Trophic Role of the Endangered Caribbean Manatee Trichechus manatus in an Estuary with low Abundance of Seagrass,2012,ESTUARIES AND COASTS,NA
"KA Johnson, J Schmerfeld","The united states' national wildlife refuge system: a natural laboratory for studying peatland carbon storage, ecosystem services, and impacts of management",2016,15th international peat congress,NA
"Veettil, BK; Ward, RD; Dung, NTK; Van, DD; Quang, NX; Hoai, PN; Hoang, ND",The use of bioshields for coastal protection in Vietnam: Current status and potential,2021,REGIONAL STUDIES IN MARINE SCIENCE,NA
"Barnes, L; Bellwood, DR; Sheaves, M; Tanner, JK",The use of clear-water non-estuarine mangroves by reef fishes on the Great Barrier Reef,2012,MARINE BIOLOGY,NA
S Meek,The use of emerging techniques to understand seagrass ecosystems: Case studies using Posidonia oceanica in the Eastern Aegean,2020,NA,NA
"McTigue, TA; Zimmerman, RJ",The use of infauna by juvenile Penaeus aztecus Ives and Penaeus setiferus (Linnaeus),1998,ESTUARIES,NA
"Vila-Nova, DA; Bender, MG; Carvalho, A; Ferreira, CEL; Floeter, SR",The Use of Non-reef Habitats by Brazilian Reef Fish Species: Considerations for the Design of Marine Protected Areas,2011,NATUREZA & CONSERVACAO,NA
"C D'Alpaos, A D'Alpaos",The Valuation of Ecosystem Services in the Venice Lagoon: A Multicriteria Approach,2021,Sustainability,NA
"Barbier, EB; Hacker, SD; Kennedy, C; Koch, EW; Stier, AC; Silliman, BR",The value of estuarine and coastal ecosystem services,2011,ECOLOGICAL MONOGRAPHS,NA
"Janes, H; Macreadie, PI; Rizzari, J; Ierodioconou, D; Reeves, SE; Dwyer, PG; Carnell, PE",The value of estuarine producers to fisheries: A case study of Richmond River Estuary,2022,AMBIO,NA
"V Maulidia, AA Akbar, J Jumiati, A Arifin…",The Value of Mangrove Ecosystems Based on Mangrove Carbon Sequestration in West Kalimantan,2022,Journal of Wetlands …,NA
"Skilleter, GA; Olds, A; Loneragan, NR; Zharikov, Y",The value of patches of intertidal seagrass to prawns depends on their proximity to mangroves,2005,MARINE BIOLOGY,NA
"Chauvaud, S; Bouchon, C; Maniere, R","Thematic mapping of tropical marine communities (coral reefs, seagrass beds and mangroves) using SPOT data in Guadeloupe Island.",2001,OCEANOLOGICA ACTA,NA
"Eme, J; Dabruzzi, TF; Bennett, WA","Thermal responses of juvenile squaretail mullet (Liza vaigiensis) and juvenile crescent terapon (Terapon jarbua) acclimated at near-lethal temperatures, and the implications for climate change",2011,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,NA
"Konig, S; Le Guyader, H; Gros, O",Thioautotrophic Bacterial Endosymbionts Are Degraded by Enzymatic Digestion During Starvation: Case Study of Two Lucinids Codakia orbicularis and C. orbiculata,2015,MICROSCOPY RESEARCH AND TECHNIQUE,NA
"IMH ASM, AH Rajaee, MM Rahman",Third International Symposium on Mangroves as Fish Habitat,2020,Bulletin of Marine Science,NA
"RAGHUKUMAR, S; SATHEPATHAK, V; SHARMA, S; RAGHUKUMAR, C",THRAUSTOCHYTRID AND FUNGAL COMPONENT OF MARINE DETRITUS .3. FIELD STUDIES ON DECOMPOSITION OF LEAVES OF THE MANGROVE RHIZOPHORA-APICULATA,1995,AQUATIC MICROBIAL ECOLOGY,NA
A Chanda,Threats to the Blue Carbon Ecosystems Adjoining the Indian Ocean,NA,Blue Carbon Dynamics of the Indian Ocean: The …,NA
"Gonsalves, MFM; Aleixo, A; Vicente, TFL; Esteves, AC; Alves, A","Three new species of Neocamarosporium isolated from saline environments: N. aestuarinum sp. nov., N. endophyticum sp. nov. and N. halimiones sp. nov.",2019,MYCOSPHERE,NA
"Yeager, LA; Keller, DA; Burns, TR; Pool, AS; Fodrie, FJ",Threshold effects of habitat fragmentation on fish diversity at landscapes scales,2016,ECOLOGY,NA
"Berkstrom, C; Eggertsen, L; Goodell, W; Cordeiro, CAMM; Lucena, MB; Gustafsson, R; Bandeira, S; Jiddawi, N; Ferreira, CEL",Thresholds in seascape connectivity: the spatial arrangement of nursery habitats structure fish communities on nearby reefs,2020,ECOGRAPHY,NA
"Bahlmann, E; Weinberg, I; Lavric, JV; Eckhardt, T; Michaelis, W; Santos, R; Seifert, R",Tidal controls on trace gas dynamics in a seagrass meadow of the Ria Formosa lagoon (southern Portugal),2015,BIOGEOSCIENCES,NA
"Unsworth, RKF; Bell, JJ; Smith, DJ",Tidal fish connectivity of reef and sea grass habitats in the Indo-Pacific,2007,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,NA
"Talley, TS; Dayton, PK; Ibarra-Obando, SE","Tidal flat macrofaunal communities and their associated environments in estuaries of southern California and northern Baja California, Mexico",2000,ESTUARIES,NA
"SW Broome, CB Craft, MR Burchell",Tidal marsh creation,2019,Coastal Wetlands,NA
"Alfaro, AC","Tidal migration influences the zonation of grazing snails (Turbo smaragdus) in a mangrove-seagrass estuary, northern New Zealand",2006,ESTUARIES AND COASTS,NA
"Lee, CL; Huang, YH; Chung, CY; Lin, HJ",Tidal variation in fish assemblages and trophic structures in tropical Indo-Pacific seagrass beds,2014,ZOOLOGICAL STUDIES,NA
"Yang, SL",Tidal wetland sedimentation in the Yangtze Delta,1999,JOURNAL OF COASTAL RESEARCH,NA
"Krumme, U; Herbeck, LS; Wang, TC",Tide- and rainfall-induced variations of physical and chemical parameters in a mangrove-depleted estuary of East Hainan (South China Sea),2012,MARINE ENVIRONMENTAL RESEARCH,NA
"de Boer, WF; Rydberg, L; Saide, V","Tides, tidal currents and their effects on the intertidal ecosystem of the southern bay, Inhaca Island, Mozambique",2000,HYDROBIOLOGIA,NA
"Shaver, EC; Silliman, BR",Time to cash in on positive interactions for coral restoration,2017,PEERJ,NA
"Calle, L; Green, L; Strong, A; Gawlik, DE",Time-integrated habitat availability is a resource attribute that informs patterns of use in intertidal areas,2018,ECOLOGICAL MONOGRAPHS,NA
"Gillis, LG; Ziegler, AD; van Oevelen, D; Cathalot, C; Herman, PMJ; Wolters, JW; Bouma, TJ",Tiny Is Mighty: Seagrass Beds Have a Large Role in the Export of Organic Material in the Tropical Coastal Zone,2014,PLOS ONE,NA
"Jorgensen, P; Ibarra-Obando, SE; Carriquiry, JD",Top-down and bottom-up stabilizing mechanisms in eelgrass meadows differentially affected by coastal upwelling,2007,MARINE ECOLOGY PROGRESS SERIES,NA
"Kauffman, JB; Giovanonni, L; Kelly, J; Dunstan, N; Borde, A; Diefenderfer, H; Cornu, C; Janousek, C; Apple, J; Brophy, L","Total ecosystem carbon stocks at the marine-terrestrial interface: Blue carbon of the Pacific Northwest Coast, United States",2020,GLOBAL CHANGE BIOLOGY,NA
"JB Kauffman, MF Adame, VB Arifanti…",Total ecosystem carbon stocks of mangroves across broad global environmental and physical gradients,2020,Ecological …,NA
"Duffy, JE; Benedetti-Cecchi, L; Trinanes, J; Muller-Karger, FE; Ambo-Rappe, R; Bostrom, C; Buschmann, AH; Byrnes, J; Coles, RG; Creed, J; Cullen-Unsworth, LC; Diaz-Pulido, G; Duarte, CM; Edgar, GJ; Fortes, M; Goni, G; Hu, CM; Huang, XP; Hurd, CL; Johnson, C; Konar, B; Krause-Jensen, D; Krumhansl, K; Macreadie, P; Marsh, H; McKenzie, LJ; Mieszkowska, N; Miloslavich, P; Montes, E; Nakaoka, M; Norderhaug, KM; Norlund, LM; Orth, RJ; Prathep, A; Putman, NF; Samper-Villarreal, J; Serrao, EA; Short, F; Pinto, IS; Steinberg, P; Stuart-Smith, R; Unsworth, RKF; van Keulen, M; van Tussenbroek, BI; Wang, MQ; Waycott, M; Weatherdon, LV; Wernberg, T; Yaakub, SM",Toward a Coordinated Global Observing System for Seagrasses and Marine Macroalgae,2019,FRONTIERS IN MARINE SCIENCE,NA
"CD Arvanitidis, S Orfanidis, L Piazzi, JE Duffy, JE Duffy…",Toward a Coordinated Global Observing System for Seagrasses and Marine Macroalgae,NA,arpi.unipi.it,NA
"Heads, M",Towards a panbiogeography of the seas,2005,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,NA
"Burt, JA; Bartholomew, A",Towards more sustainable coastal development in the Arabian Gulf: Opportunities for ecological engineering in an urbanized seascape,2019,MARINE POLLUTION BULLETIN,NA
"S Willcock, OL Phillips, PJ Platts, A Balmford…","Towards regional, error-bounded landscape carbon storage estimates for data-deficient areas of the world",2012,NA,NA
"Devi, P; Solimabi, W; D'Souza, L; Kamat, SY",Toxic effects of coastal and marine plant extracts on mosquito larvae,1997,BOTANICA MARINA,NA
"Lewis, M; Pryor, R","Toxicities of oils, dispersants and dispersed oils to algae and aquatic plants: Review and database value to resource sustainability",2013,ENVIRONMENTAL POLLUTION,NA
"Bristow, LA; Jickells, TD; Weston, K; Marca-Bell, A; Parker, R; Andrews, JE",Tracing estuarine organic matter sources into the southern North Sea using C and N isotopic signatures,2013,BIOGEOCHEMISTRY,NA
"Gonneea, ME; Paytan, A; Herrera-Silveira, JA",Tracing organic matter sources and carbon burial in mangrove sediments over the past 160 years,2004,ESTUARINE COASTAL AND SHELF SCIENCE,NA
"Kimeli, A; Cherono, S; Mutisya, B; Tamooh, F; Okello, J; Westphal, H; Koedam, N; Kairo, J","Tracing organic matter sources in the estuarine sediments of Vanga, Kenya, and provenance implications",2021,ESTUARINE COASTAL AND SHELF SCIENCE,NA
"Machas, R; Santos, R; Peterson, B","Tracing the flow of organic matter from primary producers to filter feeders in Ria Formosa lagoon, southern Portugal",2003,ESTUARIES,NA
"Nardin, W; Larsen, L; Fagherazzi, S; Wiberg, P","Tradeoffs among hydrodynamics, sediment fluxes and vegetation community in the Virginia Coast Reserve, USA",2018,ESTUARINE COASTAL AND SHELF SCIENCE,NA
"Bouma, TJ; De Vries, MB; Low, E; Peralta, G; Tanczos, C; Van de Koppel, J; Herman, PMJ",Trade-offs related to ecosystem engineering: A case study on stiffness of emerging macrophytes,2005,ECOLOGY,NA
"Rae, DL; Mos, B; Scott, A; Dworjanyn, SA",Training fish for restocking: refuge and predator training in the hatchery has limited benefits for a marine fish,2020,JOURNAL OF FISH BIOLOGY,NA
"Holmer, M; Andersen, FO; Holmboe, N; Kristensen, E; Thongtham, N","Transformation and exchange processes in the Bangrong mangrove forest-seagrass bed system, Thailand. Seasonal and spatial variations in benthic metabolism and sulfur biogeochemistry",1999,AQUATIC MICROBIAL ECOLOGY,NA
"Strongin, K; Polidoro, B; Linardich, C; Ralph, G; Saul, S; Carpenter, K",Translating globally threatened marine species information into regional guidance for the Gulf of Mexico,2020,GLOBAL ECOLOGY AND CONSERVATION,NA
"Sabater, MG; Carroll, BP",Trends in Reef Fish Population and Associated Fishery after Three Millennia of Resource Utilization and a Century of Socio-Economic Changes in American Samoa,2009,REVIEWS IN FISHERIES SCIENCE,NA
